26-Jan-2021 12:36:22
Meas. Pulse Power provided by IQ-Mod and Small signal Gain Response
CW @ 8.5GHz and -20dBm

Time(Sec.)	 Gain(dB)            Pout(dBm)	
 78.96   -4.079281e-01   -9.130140e-01
 78.97   -4.170377e-01   -9.088892e-01
 78.98   -4.261056e-01   -9.046734e-01
 78.99   -4.351309e-01   -9.003672e-01
 79   -4.441127e-01   -8.959709e-01
 79.01   -4.530500e-01   -8.914851e-01
 79.02   -4.619421e-01   -8.869101e-01
 79.03   -4.707879e-01   -8.822464e-01
 79.04   -4.795867e-01   -8.774945e-01
 79.05   -4.883375e-01   -8.726548e-01
 79.06   -4.970395e-01   -8.677279e-01
 79.07   -5.056918e-01   -8.627142e-01
 79.08   -5.142935e-01   -8.576142e-01
 79.09   -5.228438e-01   -8.524285e-01
 79.1   -5.313418e-01   -8.471575e-01
 79.11   -5.397867e-01   -8.418019e-01
 79.12   -5.481776e-01   -8.363620e-01
 79.13   -5.565136e-01   -8.308385e-01
 79.14   -5.647940e-01   -8.252319e-01
 79.15   -5.730180e-01   -8.195428e-01
 79.16   -5.811846e-01   -8.137717e-01
 79.17   -5.892932e-01   -8.079193e-01
 79.18   -5.973427e-01   -8.019861e-01
 79.19   -6.053326e-01   -7.959726e-01
 79.2   -6.132619e-01   -7.898796e-01
 79.21   -6.211299e-01   -7.837076e-01
 79.22   -6.289358e-01   -7.774572e-01
 79.23   -6.366788e-01   -7.711291e-01
 79.24   -6.443581e-01   -7.647239e-01
 79.25   -6.519730e-01   -7.582421e-01
 79.26   -6.595227e-01   -7.516846e-01
 79.27   -6.670065e-01   -7.450519e-01
 79.28   -6.744235e-01   -7.383447e-01
 79.29   -6.817731e-01   -7.315637e-01
 79.3   -6.890546e-01   -7.247095e-01
 79.31   -6.962671e-01   -7.177828e-01
 79.32   -7.034100e-01   -7.107844e-01
 79.33   -7.104825e-01   -7.037148e-01
 79.34   -7.174840e-01   -6.965749e-01
 79.35   -7.244138e-01   -6.893654e-01
 79.36   -7.312711e-01   -6.820869e-01
 79.37   -7.380553e-01   -6.747402e-01
 79.38   -7.447657e-01   -6.673261e-01
 79.39   -7.514016e-01   -6.598452e-01
 79.4   -7.579624e-01   -6.522983e-01
 79.41   -7.644474e-01   -6.446862e-01
 79.42   -7.708559e-01   -6.370096e-01
 79.43   -7.771873e-01   -6.292693e-01
 79.44   -7.834411e-01   -6.214661e-01
 79.45   -7.896164e-01   -6.136007e-01
 79.46   -7.957129e-01   -6.056740e-01
 79.47   -8.017297e-01   -5.976867e-01
 79.48   -8.076664e-01   -5.896397e-01
 79.49   -8.135223e-01   -5.815337e-01
 79.5   -8.192969e-01   -5.733695e-01
 79.51   -8.249895e-01   -5.651480e-01
 79.52   -8.305997e-01   -5.568700e-01
 79.53   -8.361267e-01   -5.485363e-01
 79.54   -8.415702e-01   -5.401478e-01
 79.55   -8.469295e-01   -5.317052e-01
 79.56   -8.522041e-01   -5.232094e-01
 79.57   -8.573935e-01   -5.146614e-01
 79.58   -8.624972e-01   -5.060619e-01
 79.59   -8.675146e-01   -4.974117e-01
 79.6   -8.724453e-01   -4.887119e-01
 79.61   -8.772887e-01   -4.799631e-01
 79.62   -8.820444e-01   -4.711664e-01
 79.63   -8.867118e-01   -4.623225e-01
 79.64   -8.912907e-01   -4.534324e-01
 79.65   -8.957803e-01   -4.444970e-01
 79.66   -9.001804e-01   -4.355171e-01
 79.67   -9.044905e-01   -4.264937e-01
 79.68   -9.087102e-01   -4.174276e-01
 79.69   -9.128389e-01   -4.083198e-01
 79.7   -9.168764e-01   -3.991711e-01
 79.71   -9.208222e-01   -3.899826e-01
 79.72   -9.246760e-01   -3.807550e-01
 79.73   -9.284372e-01   -3.714894e-01
 79.74   -9.321056e-01   -3.621866e-01
 79.75   -9.356808e-01   -3.528476e-01
 79.76   -9.391625e-01   -3.434733e-01
 79.77   -9.425502e-01   -3.340646e-01
 79.78   -9.458436e-01   -3.246226e-01
 79.79   -9.490425e-01   -3.151481e-01
 79.8   -9.521465e-01   -3.056420e-01
 79.81   -9.551553e-01   -2.961055e-01
 79.82   -9.580685e-01   -2.865393e-01
 79.83   -9.608859e-01   -2.769444e-01
 79.84   -9.636073e-01   -2.673219e-01
 79.85   -9.662323e-01   -2.576726e-01
 79.86   -9.687607e-01   -2.479975e-01
 79.87   -9.711922e-01   -2.382977e-01
 79.88   -9.735265e-01   -2.285740e-01
 79.89   -9.757636e-01   -2.188275e-01
 79.9   -9.779030e-01   -2.090591e-01
 79.91   -9.799447e-01   -1.992697e-01
 79.92   -9.818883e-01   -1.894605e-01
 79.93   -9.837338e-01   -1.796323e-01
 79.94   -9.854809e-01   -1.697862e-01
 79.95   -9.871295e-01   -1.599230e-01
 79.96   -9.886793e-01   -1.500439e-01
 79.97   -9.901303e-01   -1.401498e-01
 79.98   -9.914823e-01   -1.302416e-01
 79.99   -9.927351e-01   -1.203204e-01
 80   -9.938887e-01   -1.103872e-01
 80.01   -9.949428e-01   -1.004430e-01
 80.02   -9.958975e-01   -9.048872e-02
 80.03   -9.967526e-01   -8.052539e-02
 80.04   -9.975080e-01   -7.055400e-02
 80.05   -9.981636e-01   -6.057556e-02
 80.06   -9.987195e-01   -5.059106e-02
 80.07   -9.991754e-01   -4.060150e-02
 80.08   -9.995315e-01   -3.060789e-02
 80.09   -9.997876e-01   -2.061121e-02
 80.1   -9.999437e-01   -1.061247e-02
 80.11   -9.999998e-01   -6.126665e-04
 80.12   -9.999559e-01    9.387196e-03
 80.13   -9.998121e-01    1.938612e-02
 80.14   -9.995682e-01    2.938310e-02
 80.15   -9.992244e-01    3.937715e-02
 80.16   -9.987807e-01    4.936726e-02
 80.17   -9.982371e-01    5.935243e-02
 80.18   -9.975937e-01    6.933167e-02
 80.19   -9.968505e-01    7.930397e-02
 80.2   -9.960076e-01    8.926835e-02
 80.21   -9.950651e-01    9.922379e-02
 80.22   -9.940232e-01    1.091693e-01
 80.23   -9.928818e-01    1.191039e-01
 80.24   -9.916411e-01    1.290266e-01
 80.25   -9.903013e-01    1.389364e-01
 80.26   -9.888624e-01    1.488323e-01
 80.27   -9.873247e-01    1.587133e-01
 80.28   -9.856882e-01    1.685785e-01
 80.29   -9.839532e-01    1.784268e-01
 80.3   -9.821198e-01    1.882572e-01
 80.31   -9.801881e-01    1.980688e-01
 80.32   -9.781584e-01    2.078607e-01
 80.33   -9.760310e-01    2.176317e-01
 80.34   -9.738059e-01    2.273809e-01
 80.35   -9.714834e-01    2.371075e-01
 80.36   -9.690638e-01    2.468103e-01
 80.37   -9.665473e-01    2.564884e-01
 80.38   -9.639341e-01    2.661409e-01
 80.39   -9.612246e-01    2.757668e-01
 80.4   -9.584189e-01    2.853651e-01
 80.41   -9.555174e-01    2.949348e-01
 80.42   -9.525203e-01    3.044751e-01
 80.43   -9.494280e-01    3.139849e-01
 80.44   -9.462407e-01    3.234634e-01
 80.45   -9.429588e-01    3.329094e-01
 80.46   -9.395826e-01    3.423222e-01
 80.47   -9.361125e-01    3.517008e-01
 80.48   -9.325487e-01    3.610442e-01
 80.49   -9.288917e-01    3.703514e-01
 80.5   -9.251418e-01    3.796217e-01
 80.51   -9.212994e-01    3.888540e-01
 80.52   -9.173649e-01    3.980474e-01
 80.53   -9.133386e-01    4.072010e-01
 80.54   -9.092210e-01    4.163138e-01
 80.55   -9.050125e-01    4.253851e-01
 80.56   -9.007134e-01    4.344138e-01
 80.57   -8.963243e-01    4.433990e-01
 80.58   -8.918456e-01    4.523400e-01
 80.59   -8.872777e-01    4.612357e-01
 80.6   -8.826210e-01    4.700852e-01
 80.61   -8.778761e-01    4.788878e-01
 80.62   -8.730434e-01    4.876425e-01
 80.63   -8.681234e-01    4.963484e-01
 80.64   -8.631166e-01    5.050046e-01
 80.65   -8.580235e-01    5.136104e-01
 80.66   -8.528446e-01    5.221648e-01
 80.67   -8.475804e-01    5.306670e-01
 80.68   -8.422314e-01    5.391161e-01
 80.69   -8.367982e-01    5.475114e-01
 80.7   -8.312814e-01    5.558518e-01
 80.71   -8.256814e-01    5.641367e-01
 80.72   -8.199988e-01    5.723652e-01
 80.73   -8.142343e-01    5.805364e-01
 80.74   -8.083883e-01    5.886496e-01
 80.75   -8.024615e-01    5.967039e-01
 80.76   -7.964544e-01    6.046986e-01
 80.77   -7.903677e-01    6.126327e-01
 80.78   -7.842020e-01    6.205056e-01
 80.79   -7.779578e-01    6.283165e-01
 80.8   -7.716359e-01    6.360645e-01
 80.81   -7.652367e-01    6.437490e-01
 80.82   -7.587611e-01    6.513690e-01
 80.83   -7.522096e-01    6.589239e-01
 80.84   -7.455828e-01    6.664130e-01
 80.85   -7.388815e-01    6.738354e-01
 80.86   -7.321063e-01    6.811904e-01
 80.87   -7.252580e-01    6.884772e-01
 80.88   -7.183370e-01    6.956953e-01
 80.89   -7.113443e-01    7.028437e-01
 80.9   -7.042804e-01    7.099219e-01
 80.91   -6.971461e-01    7.169291e-01
 80.92   -6.899421e-01    7.238646e-01
 80.93   -6.826690e-01    7.307277e-01
 80.94   -6.753277e-01    7.375178e-01
 80.95   -6.679189e-01    7.442340e-01
 80.96   -6.604433e-01    7.508759e-01
 80.97   -6.529017e-01    7.574427e-01
 80.98   -6.452947e-01    7.639337e-01
 80.99   -6.376232e-01    7.703484e-01
 81   -6.298880e-01    7.766860e-01
 81.01   -6.220898e-01    7.829459e-01
 81.02   -6.142293e-01    7.891276e-01
 81.03   -6.063075e-01    7.952303e-01
 81.04   -5.983250e-01    8.012535e-01
 81.05   -5.902827e-01    8.071966e-01
 81.06   -5.821813e-01    8.130590e-01
 81.07   -5.740218e-01    8.188400e-01
 81.08   -5.658048e-01    8.245392e-01
 81.09   -5.575313e-01    8.301559e-01
 81.1   -5.492020e-01    8.356897e-01
 81.11   -5.408177e-01    8.411398e-01
 81.12   -5.323794e-01    8.465058e-01
 81.13   -5.238879e-01    8.517872e-01
 81.14   -5.153440e-01    8.569834e-01
 81.15   -5.067485e-01    8.620939e-01
 81.16   -4.981024e-01    8.671182e-01
 81.17   -4.894065e-01    8.720558e-01
 81.18   -4.806616e-01    8.769062e-01
 81.19   -4.718686e-01    8.816689e-01
 81.2   -4.630285e-01    8.863434e-01
 81.21   -4.541420e-01    8.909293e-01
 81.22   -4.452102e-01    8.954261e-01
 81.23   -4.362338e-01    8.998333e-01
 81.24   -4.272138e-01    9.041506e-01
 81.25   -4.181511e-01    9.083775e-01
 81.26   -4.090466e-01    9.125135e-01
 81.27   -3.999011e-01    9.165583e-01
 81.28   -3.907157e-01    9.205114e-01
 81.29   -3.814912e-01    9.243725e-01
 81.3   -3.722286e-01    9.281411e-01
 81.31   -3.629287e-01    9.318169e-01
 81.32   -3.535926e-01    9.353995e-01
 81.33   -3.442210e-01    9.388886e-01
 81.34   -3.348151e-01    9.422838e-01
 81.35   -3.253757e-01    9.455848e-01
 81.36   -3.159037e-01    9.487913e-01
 81.37   -3.064002e-01    9.519028e-01
 81.38   -2.968660e-01    9.549192e-01
 81.39   -2.873021e-01    9.578400e-01
 81.4   -2.777095e-01    9.606651e-01
 81.41   -2.680891e-01    9.633941e-01
 81.42   -2.584419e-01    9.660268e-01
 81.43   -2.487689e-01    9.685629e-01
 81.44   -2.390710e-01    9.710021e-01
 81.45   -2.293492e-01    9.733442e-01
 81.46   -2.196044e-01    9.755890e-01
 81.47   -2.098377e-01    9.777362e-01
 81.48   -2.000500e-01    9.797857e-01
 81.49   -1.902423e-01    9.817372e-01
 81.5   -1.804156e-01    9.835905e-01
 81.51   -1.705709e-01    9.853454e-01
 81.52   -1.607090e-01    9.870018e-01
 81.53   -1.508312e-01    9.885595e-01
 81.54   -1.409382e-01    9.900184e-01
 81.55   -1.310311e-01    9.913783e-01
 81.56   -1.211109e-01    9.926390e-01
 81.57   -1.111787e-01    9.938004e-01
 81.58   -1.012353e-01    9.948625e-01
 81.59   -9.128175e-02    9.958251e-01
 81.6   -8.131910e-02    9.966881e-01
 81.61   -7.134832e-02    9.974515e-01
 81.62   -6.137040e-02    9.981151e-01
 81.63   -5.138635e-02    9.986788e-01
 81.64   -4.139716e-02    9.991428e-01
 81.65   -3.140383e-02    9.995068e-01
 81.66   -2.140736e-02    9.997708e-01
 81.67   -1.140875e-02    9.999349e-01
 81.68   -1.408993e-03    9.999990e-01
 81.69    8.590901e-03    9.999631e-01
 81.7    1.858994e-02    9.998272e-01
 81.71    2.858711e-02    9.995913e-01
 81.72    3.858143e-02    9.992555e-01
 81.73    4.857189e-02    9.988197e-01
 81.74    5.855749e-02    9.982840e-01
 81.75    6.853724e-02    9.976486e-01
 81.76    7.851013e-02    9.969133e-01
 81.77    8.847517e-02    9.960784e-01
 81.78    9.843136e-02    9.951438e-01
 81.79    1.083777e-01    9.941098e-01
 81.8    1.183132e-01    9.929763e-01
 81.81    1.282369e-01    9.917436e-01
 81.82    1.381478e-01    9.904116e-01
 81.83    1.480448e-01    9.889807e-01
 81.84    1.579271e-01    9.874508e-01
 81.85    1.677935e-01    9.858222e-01
 81.86    1.776432e-01    9.840950e-01
 81.87    1.874751e-01    9.822694e-01
 81.88    1.972882e-01    9.803455e-01
 81.89    2.070817e-01    9.783237e-01
 81.9    2.168544e-01    9.762040e-01
 81.91    2.266054e-01    9.739866e-01
 81.92    2.363338e-01    9.716719e-01
 81.93    2.460385e-01    9.692601e-01
 81.94    2.557187e-01    9.667512e-01
 81.95    2.653732e-01    9.641458e-01
 81.96    2.750013e-01    9.614439e-01
 81.97    2.846018e-01    9.586458e-01
 81.98    2.941739e-01    9.557519e-01
 81.99    3.037165e-01    9.527625e-01
 82    3.132288e-01    9.496777e-01
 82.01    3.227097e-01    9.464980e-01
 82.02    3.321584e-01    9.432236e-01
 82.03    3.415739e-01    9.398549e-01
 82.04    3.509552e-01    9.363922e-01
 82.05    3.603014e-01    9.328359e-01
 82.06    3.696116e-01    9.291863e-01
 82.07    3.788848e-01    9.254438e-01
 82.08    3.881202e-01    9.216088e-01
 82.09    3.973167e-01    9.176816e-01
 82.1    4.064735e-01    9.136626e-01
 82.11    4.155897e-01    9.095522e-01
 82.12    4.246643e-01    9.053509e-01
 82.13    4.336964e-01    9.010591e-01
 82.14    4.426851e-01    8.966771e-01
 82.15    4.516296e-01    8.922055e-01
 82.16    4.605289e-01    8.876447e-01
 82.17    4.693822e-01    8.829951e-01
 82.18    4.781886e-01    8.782572e-01
 82.19    4.869471e-01    8.734315e-01
 82.2    4.956569e-01    8.685184e-01
 82.21    5.043172e-01    8.635185e-01
 82.22    5.129270e-01    8.584322e-01
 82.23    5.214855e-01    8.532601e-01
 82.24    5.299919e-01    8.480027e-01
 82.25    5.384453e-01    8.426605e-01
 82.26    5.468448e-01    8.372340e-01
 82.27    5.551897e-01    8.317238e-01
 82.28    5.634790e-01    8.261304e-01
 82.29    5.717120e-01    8.204544e-01
 82.3    5.798878e-01    8.146963e-01
 82.31    5.880057e-01    8.088568e-01
 82.32    5.960647e-01    8.029364e-01
 82.33    6.040641e-01    7.969357e-01
 82.34    6.120031e-01    7.908553e-01
 82.35    6.198810e-01    7.846959e-01
 82.36    6.276968e-01    7.784579e-01
 82.37    6.354499e-01    7.721421e-01
 82.38    6.431394e-01    7.657491e-01
 82.39    6.507646e-01    7.592796e-01
 82.4    6.583247e-01    7.527341e-01
 82.41    6.658190e-01    7.461133e-01
 82.42    6.732467e-01    7.394179e-01
 82.43    6.806071e-01    7.326486e-01
 82.44    6.878995e-01    7.258060e-01
 82.45    6.951230e-01    7.188908e-01
 82.46    7.022770e-01    7.119037e-01
 82.47    7.093609e-01    7.048455e-01
 82.48    7.163737e-01    6.977168e-01
 82.49    7.233150e-01    6.905183e-01
 82.5    7.301839e-01    6.832507e-01
 82.51    7.369797e-01    6.759148e-01
 82.52    7.437019e-01    6.685114e-01
 82.53    7.503497e-01    6.610410e-01
 82.54    7.569225e-01    6.535046e-01
 82.55    7.634196e-01    6.459028e-01
 82.56    7.698404e-01    6.382365e-01
 82.57    7.761841e-01    6.305063e-01
 82.58    7.824503e-01    6.227131e-01
 82.59    7.886382e-01    6.148575e-01
 82.6    7.947472e-01    6.069406e-01
 82.61    8.007768e-01    5.989629e-01
 82.62    8.067263e-01    5.909253e-01
 82.63    8.125951e-01    5.828286e-01
 82.64    8.183827e-01    5.746737e-01
 82.65    8.240884e-01    5.664612e-01
 82.66    8.297117e-01    5.581922e-01
 82.67    8.352520e-01    5.498673e-01
 82.68    8.407089e-01    5.414874e-01
 82.69    8.460816e-01    5.330534e-01
 82.7    8.513698e-01    5.245660e-01
 82.71    8.565728e-01    5.160263e-01
 82.72    8.616901e-01    5.074349e-01
 82.73    8.667213e-01    4.987927e-01
 82.74    8.716658e-01    4.901007e-01
 82.75    8.765231e-01    4.813597e-01
 82.76    8.812928e-01    4.725706e-01
 82.77    8.859744e-01    4.637342e-01
 82.78    8.905674e-01    4.548514e-01
 82.79    8.950713e-01    4.459231e-01
 82.8    8.994857e-01    4.369502e-01
 82.81    9.038101e-01    4.279337e-01
 82.82    9.080442e-01    4.188743e-01
 82.83    9.121875e-01    4.097731e-01
 82.84    9.162395e-01    4.006309e-01
 82.85    9.202000e-01    3.914486e-01
 82.86    9.240684e-01    3.822272e-01
 82.87    9.278444e-01    3.729676e-01
 82.88    9.315276e-01    3.636706e-01
 82.89    9.351177e-01    3.543373e-01
 82.9    9.386142e-01    3.449686e-01
 82.91    9.420169e-01    3.355654e-01
 82.92    9.453254e-01    3.261286e-01
 82.93    9.485394e-01    3.166592e-01
 82.94    9.516585e-01    3.071581e-01
 82.95    9.546824e-01    2.976263e-01
 82.96    9.576109e-01    2.880648e-01
 82.97    9.604436e-01    2.784744e-01
 82.98    9.631803e-01    2.688562e-01
 82.99    9.658207e-01    2.592111e-01
 83    9.683645e-01    2.495401e-01
 83.01    9.708114e-01    2.398442e-01
 83.02    9.731613e-01    2.301242e-01
 83.03    9.754138e-01    2.203813e-01
 83.04    9.775688e-01    2.106163e-01
 83.05    9.796261e-01    2.008302e-01
 83.06    9.815854e-01    1.910241e-01
 83.07    9.834465e-01    1.811988e-01
 83.08    9.852093e-01    1.713555e-01
 83.09    9.868735e-01    1.614950e-01
 83.1    9.884391e-01    1.516183e-01
 83.11    9.899059e-01    1.417265e-01
 83.12    9.912736e-01    1.318205e-01
 83.13    9.925422e-01    1.219014e-01
 83.14    9.937116e-01    1.119700e-01
 83.15    9.947816e-01    1.020275e-01
 83.16    9.957521e-01    9.207472e-02
 83.17    9.966230e-01    8.211276e-02
 83.18    9.973943e-01    7.214259e-02
 83.19    9.980659e-01    6.216521e-02
 83.2    9.986376e-01    5.218161e-02
 83.21    9.991095e-01    4.219279e-02
 83.22    9.994815e-01    3.219975e-02
 83.23    9.997535e-01    2.220350e-02
 83.24    9.999255e-01    1.220502e-02
 83.25    9.999976e-01    2.205318e-03
 83.26    9.999696e-01   -7.794601e-03
 83.27    9.998417e-01   -1.779374e-02
 83.28    9.996138e-01   -2.779110e-02
 83.29    9.992859e-01   -3.778568e-02
 83.3    9.988581e-01   -4.777649e-02
 83.31    9.983304e-01   -5.776251e-02
 83.32    9.977028e-01   -6.774276e-02
 83.33    9.969755e-01   -7.771623e-02
 83.34    9.961485e-01   -8.768194e-02
 83.35    9.952219e-01   -9.763887e-02
 83.36    9.941958e-01   -1.075860e-01
 83.37    9.930702e-01   -1.175225e-01
 83.38    9.918454e-01   -1.274471e-01
 83.39    9.905213e-01   -1.373590e-01
 83.4    9.890982e-01   -1.472572e-01
 83.41    9.875762e-01   -1.571407e-01
 83.42    9.859555e-01   -1.670084e-01
 83.43    9.842361e-01   -1.768594e-01
 83.44    9.824183e-01   -1.866928e-01
 83.45    9.805023e-01   -1.965075e-01
 83.46    9.784883e-01   -2.063025e-01
 83.47    9.763763e-01   -2.160769e-01
 83.48    9.741668e-01   -2.258297e-01
 83.49    9.718598e-01   -2.355599e-01
 83.5    9.694557e-01   -2.452666e-01
 83.51    9.669546e-01   -2.549487e-01
 83.52    9.643568e-01   -2.646054e-01
 83.53    9.616626e-01   -2.742355e-01
 83.54    9.588722e-01   -2.838383e-01
 83.55    9.559859e-01   -2.934127e-01
 83.56    9.530040e-01   -3.029577e-01
 83.57    9.499268e-01   -3.124724e-01
 83.58    9.467547e-01   -3.219559e-01
 83.59    9.434878e-01   -3.314072e-01
 83.6    9.401266e-01   -3.408254e-01
 83.61    9.366714e-01   -3.502094e-01
 83.62    9.331226e-01   -3.595585e-01
 83.63    9.294804e-01   -3.688716e-01
 83.64    9.257452e-01   -3.781478e-01
 83.65    9.219175e-01   -3.873862e-01
 83.66    9.179977e-01   -3.965858e-01
 83.67    9.139860e-01   -4.057458e-01
 83.68    9.098829e-01   -4.148652e-01
 83.69    9.056888e-01   -4.239432e-01
 83.7    9.014042e-01   -4.329787e-01
 83.71    8.970294e-01   -4.419709e-01
 83.72    8.925649e-01   -4.509190e-01
 83.73    8.880111e-01   -4.598219e-01
 83.74    8.833686e-01   -4.686789e-01
 83.75    8.786377e-01   -4.774890e-01
 83.76    8.738190e-01   -4.862514e-01
 83.77    8.689128e-01   -4.949651e-01
 83.78    8.639198e-01   -5.036293e-01
 83.79    8.588404e-01   -5.122432e-01
 83.8    8.536751e-01   -5.208059e-01
 83.81    8.484245e-01   -5.293164e-01
 83.82    8.430890e-01   -5.377741e-01
 83.83    8.376692e-01   -5.461779e-01
 83.84    8.321656e-01   -5.545272e-01
 83.85    8.265788e-01   -5.628210e-01
 83.86    8.209094e-01   -5.710585e-01
 83.87    8.151578e-01   -5.792389e-01
 83.88    8.093248e-01   -5.873614e-01
 83.89    8.034108e-01   -5.954251e-01
 83.9    7.974165e-01   -6.034293e-01
 83.91    7.913424e-01   -6.113732e-01
 83.92    7.851892e-01   -6.192559e-01
 83.93    7.789575e-01   -6.270767e-01
 83.94    7.726479e-01   -6.348348e-01
 83.95    7.662610e-01   -6.425294e-01
 83.96    7.597975e-01   -6.501598e-01
 83.97    7.532581e-01   -6.577251e-01
 83.98    7.466433e-01   -6.652247e-01
 83.99    7.399538e-01   -6.726577e-01
 84    7.331903e-01   -6.800235e-01
 84.01    7.263535e-01   -6.873213e-01
 84.02    7.194441e-01   -6.945503e-01
 84.03    7.124628e-01   -7.017099e-01
 84.04    7.054102e-01   -7.087993e-01
 84.05    6.982870e-01   -7.158179e-01
 84.06    6.910940e-01   -7.227648e-01
 84.07    6.838320e-01   -7.296395e-01
 84.08    6.765015e-01   -7.364413e-01
 84.09    6.691034e-01   -7.431693e-01
 84.1    6.616384e-01   -7.498231e-01
 84.11    6.541072e-01   -7.564019e-01
 84.12    6.465106e-01   -7.629050e-01
 84.13    6.388493e-01   -7.693319e-01
 84.14    6.311242e-01   -7.756818e-01
 84.15    6.233359e-01   -7.819542e-01
 84.16    6.154854e-01   -7.881483e-01
 84.17    6.075732e-01   -7.942637e-01
 84.18    5.996004e-01   -8.002996e-01
 84.19    5.915675e-01   -8.062555e-01
 84.2    5.834755e-01   -8.121307e-01
 84.21    5.753252e-01   -8.179248e-01
 84.22    5.671173e-01   -8.236370e-01
 84.23    5.588527e-01   -8.292669e-01
 84.24    5.505322e-01   -8.348139e-01
 84.25    5.421567e-01   -8.402774e-01
 84.26    5.337270e-01   -8.456569e-01
 84.27    5.252438e-01   -8.509518e-01
 84.28    5.167082e-01   -8.561616e-01
 84.29    5.081209e-01   -8.612858e-01
 84.3    4.994828e-01   -8.663238e-01
 84.31    4.907947e-01   -8.712752e-01
 84.32    4.820576e-01   -8.761395e-01
 84.33    4.732722e-01   -8.809162e-01
 84.34    4.644395e-01   -8.856048e-01
 84.35    4.555604e-01   -8.902049e-01
 84.36    4.466357e-01   -8.947159e-01
 84.37    4.376664e-01   -8.991374e-01
 84.38    4.286533e-01   -9.034691e-01
 84.39    4.195973e-01   -9.077104e-01
 84.4    4.104994e-01   -9.118609e-01
 84.41    4.013604e-01   -9.159202e-01
 84.42    3.921813e-01   -9.198880e-01
 84.43    3.829629e-01   -9.237637e-01
 84.44    3.737063e-01   -9.275471e-01
 84.45    3.644123e-01   -9.312377e-01
 84.46    3.550819e-01   -9.348352e-01
 84.47    3.457159e-01   -9.383392e-01
 84.48    3.363154e-01   -9.417494e-01
 84.49    3.268812e-01   -9.450654e-01
 84.5    3.174144e-01   -9.482869e-01
 84.51    3.079158e-01   -9.514136e-01
 84.52    2.983865e-01   -9.544451e-01
 84.53    2.888272e-01   -9.573812e-01
 84.54    2.792391e-01   -9.602216e-01
 84.55    2.696231e-01   -9.629659e-01
 84.56    2.599802e-01   -9.656140e-01
 84.57    2.503112e-01   -9.681654e-01
 84.58    2.406172e-01   -9.706201e-01
 84.59    2.308991e-01   -9.729777e-01
 84.6    2.211579e-01   -9.752380e-01
 84.61    2.113947e-01   -9.774008e-01
 84.62    2.016102e-01   -9.794658e-01
 84.63    1.918057e-01   -9.814329e-01
 84.64    1.819819e-01   -9.833019e-01
 84.65    1.721400e-01   -9.850725e-01
 84.66    1.622808e-01   -9.867446e-01
 84.67    1.524054e-01   -9.883181e-01
 84.68    1.425148e-01   -9.897927e-01
 84.69    1.326099e-01   -9.911683e-01
 84.7    1.226917e-01   -9.924448e-01
 84.71    1.127613e-01   -9.936221e-01
 84.72    1.028196e-01   -9.947000e-01
 84.73    9.286764e-02   -9.956785e-01
 84.74    8.290638e-02   -9.965573e-01
 84.75    7.293682e-02   -9.973366e-01
 84.76    6.295998e-02   -9.980161e-01
 84.77    5.297684e-02   -9.985957e-01
 84.78    4.298840e-02   -9.990756e-01
 84.79    3.299566e-02   -9.994555e-01
 84.8    2.299962e-02   -9.997355e-01
 84.81    1.300128e-02   -9.999155e-01
 84.82    3.001642e-03   -9.999955e-01
 84.83   -6.998296e-03   -9.999755e-01
 84.84   -1.699753e-02   -9.998555e-01
 84.85   -2.699507e-02   -9.996356e-01
 84.86   -3.698991e-02   -9.993156e-01
 84.87   -4.698105e-02   -9.988958e-01
 84.88   -5.696750e-02   -9.983760e-01
 84.89   -6.694824e-02   -9.977564e-01
 84.9   -7.692229e-02   -9.970371e-01
 84.91   -8.688865e-02   -9.962180e-01
 84.92   -9.684632e-02   -9.952993e-01
 84.93   -1.067943e-01   -9.942811e-01
 84.94   -1.167316e-01   -9.931635e-01
 84.95   -1.266572e-01   -9.919465e-01
 84.96   -1.365702e-01   -9.906304e-01
 84.97   -1.464695e-01   -9.892152e-01
 84.98   -1.563542e-01   -9.877011e-01
 84.99   -1.662232e-01   -9.860882e-01
 85   -1.760756e-01   -9.843766e-01
 85.01   -1.859104e-01   -9.825667e-01
 85.02   -1.957266e-01   -9.806585e-01
 85.03   -2.055233e-01   -9.786522e-01
 85.04   -2.152993e-01   -9.765481e-01
 85.05   -2.250539e-01   -9.743463e-01
 85.06   -2.347859e-01   -9.720471e-01
 85.07   -2.444945e-01   -9.696507e-01
 85.08   -2.541786e-01   -9.671573e-01
 85.09   -2.638373e-01   -9.645672e-01
 85.1   -2.734697e-01   -9.618806e-01
 85.11   -2.830746e-01   -9.590979e-01
 85.12   -2.926513e-01   -9.562192e-01
 85.13   -3.021987e-01   -9.532450e-01
 85.14   -3.117159e-01   -9.501754e-01
 85.15   -3.212019e-01   -9.470107e-01
 85.16   -3.306558e-01   -9.437514e-01
 85.17   -3.400766e-01   -9.403977e-01
 85.18   -3.494634e-01   -9.369500e-01
 85.19   -3.588153e-01   -9.334086e-01
 85.2   -3.681313e-01   -9.297738e-01
 85.21   -3.774105e-01   -9.260461e-01
 85.22   -3.866519e-01   -9.222257e-01
 85.23   -3.958547e-01   -9.183132e-01
 85.24   -4.050178e-01   -9.143088e-01
 85.25   -4.141405e-01   -9.102130e-01
 85.26   -4.232218e-01   -9.060261e-01
 85.27   -4.322608e-01   -9.017487e-01
