17 September 2020 
TITLE  INFO  !!!!! 
 
     x    yyy   CCCC         DDDD
 83.77   0.87   -0.49   -0.98591447
 83.78   0.86   -0.50   -0.98753765
 83.79   0.86   -0.51   -0.98906207
 83.80   0.85   -0.52   -0.99048759
 83.81   0.85   -0.53   -0.99181407
 83.82   0.84   -0.54   -0.99304136
 83.83   0.84   -0.55   -0.99416935
 83.84   0.83   -0.55   -0.99519792
 83.85   0.83   -0.56   -0.99612698
 83.86   0.82   -0.57   -0.99695642
 83.87   0.82   -0.58   -0.99768617
 83.88   0.81   -0.59   -0.99831615
 83.89   0.80   -0.60   -0.99884630
 83.90   0.80   -0.60   -0.99927657
 83.91   0.79   -0.61   -0.99960690
 83.92   0.79   -0.62   -0.99983728
 83.93   0.78   -0.63   -0.99996768
 83.94   0.77   -0.63   -0.99999808
 83.95   0.77   -0.64   -0.99992848
 83.96   0.76   -0.65   -0.99975889
 83.97   0.75   -0.66   -0.99948932
 83.98   0.75   -0.67   -0.99911981
 83.99   0.74   -0.67   -0.99865038
 84.00   0.73   -0.68   -0.99808109
 84.01   0.73   -0.69   -0.99741200
 84.02   0.72   -0.69   -0.99664316
 84.03   0.71   -0.70   -0.99577466
 84.04   0.71   -0.71   -0.99480658
 84.05   0.70   -0.72   -0.99373903
 84.06   0.69   -0.72   -0.99257210
 84.07   0.68   -0.73   -0.99130591
 84.08   0.68   -0.74   -0.98994059
 84.09   0.67   -0.74   -0.98847628
 84.10   0.66   -0.75   -0.98691313
 84.11   0.65   -0.76   -0.98525128
 84.12   0.65   -0.76   -0.98349091
 84.13   0.64   -0.77   -0.98163219
 84.14   0.63   -0.78   -0.97967531
 84.15   0.62   -0.78   -0.97762046
 84.16   0.62   -0.79   -0.97546785
 84.17   0.61   -0.79   -0.97321770
 84.18   0.60   -0.80   -0.97087022
 84.19   0.59   -0.81   -0.96842566
 84.20   0.58   -0.81   -0.96588425
 84.21   0.58   -0.82   -0.96324626
 84.22   0.57   -0.82   -0.96051194
 84.23   0.56   -0.83   -0.95768158
 84.24   0.55   -0.83   -0.95475544
 84.25   0.54   -0.84   -0.95173383
 84.26   0.53   -0.85   -0.94861705
 84.27   0.53   -0.85   -0.94540541
 84.28   0.52   -0.86   -0.94209923
 84.29   0.51   -0.86   -0.93869884
 84.30   0.50   -0.87   -0.93520458
 84.31   0.49   -0.87   -0.93161680
 84.32   0.48   -0.88   -0.92793586
 84.33   0.47   -0.88   -0.92416212
 84.34   0.46   -0.89   -0.92029598
 84.35   0.46   -0.89   -0.91633780
 84.36   0.45   -0.89   -0.91228799
 84.37   0.44   -0.90   -0.90814695
 84.38   0.43   -0.90   -0.90391510
 84.39   0.42   -0.91   -0.89959285
 84.40   0.41   -0.91   -0.89518065
 84.41   0.40   -0.92   -0.89067893
 84.42   0.39   -0.92   -0.88608814
 84.43   0.38   -0.92   -0.88140875
 84.44   0.37   -0.93   -0.87664122
 84.45   0.36   -0.93   -0.87178602
 84.46   0.36   -0.93   -0.86684364
 84.47   0.35   -0.94   -0.86181458
 84.48   0.34   -0.94   -0.85669934
 84.49   0.33   -0.95   -0.85149843
 84.50   0.32   -0.95   -0.84621237
 84.51   0.31   -0.95   -0.84084169
 84.52   0.30   -0.95   -0.83538693
 84.53   0.29   -0.96   -0.82984863
 84.54   0.28   -0.96   -0.82422735
 84.55   0.27   -0.96   -0.81852364
 84.56   0.26   -0.97   -0.81273808
 84.57   0.25   -0.97   -0.80687125
 84.58   0.24   -0.97   -0.80092373
 84.59   0.23   -0.97   -0.79489612
 84.60   0.22   -0.98   -0.78878902
 84.61   0.21   -0.98   -0.78260304
 84.62   0.20   -0.98   -0.77633881
 84.63   0.19   -0.98   -0.76999694
 84.64   0.18   -0.98   -0.76357807
 84.65   0.17   -0.99   -0.75708284
 84.66   0.16   -0.99   -0.75051191
 84.67   0.15   -0.99   -0.74386592
 84.68   0.14   -0.99   -0.73714555
 84.69   0.13   -0.99   -0.73035147
 84.70   0.12   -0.99   -0.72348435
 84.71   0.11   -0.99   -0.71654488
 84.72   0.10   -0.99   -0.70953376
 84.73   0.09   -1.00   -0.70245169
 84.74   0.08   -1.00   -0.69529937
 84.75   0.07   -1.00   -0.68807753
 84.76   0.06   -1.00   -0.68078687
 84.77   0.05   -1.00   -0.67342814
 84.78   0.04   -1.00   -0.66600206
 84.79   0.03   -1.00   -0.65850939
 84.80   0.02   -1.00   -0.65095086
 84.81   0.01   -1.00   -0.64332724
 84.82   0.00   -1.00   -0.63563929
 84.83  -0.01   -1.00   -0.62788778
 84.84  -0.02   -1.00   -0.62007347
 84.85  -0.03   -1.00   -0.61219716
 84.86  -0.04   -1.00   -0.60425964
 84.87  -0.05   -1.00   -0.59626168
 84.88  -0.06   -1.00   -0.58820410
 84.89  -0.07   -1.00   -0.58008770
 84.90  -0.08   -1.00   -0.57191329
 84.91  -0.09   -1.00   -0.56368169
 84.92  -0.10   -1.00   -0.55539372
 84.93  -0.11   -0.99   -0.54705022
 84.94  -0.12   -0.99   -0.53865201
 84.95  -0.13   -0.99   -0.53019993
 84.96  -0.14   -0.99   -0.52169484
 84.97  -0.15   -0.99   -0.51313757
 84.98  -0.16   -0.99   -0.50452900
 84.99  -0.17   -0.99   -0.49586997
 85.00  -0.18   -0.98   -0.48716135
 85.01  -0.19   -0.98   -0.47840402
 85.02  -0.20   -0.98   -0.46959885
 85.03  -0.21   -0.98   -0.46074671
 85.04  -0.22   -0.98   -0.45184851
 85.05  -0.23   -0.97   -0.44290512
 85.06  -0.23   -0.97   -0.43391744
 85.07  -0.24   -0.97   -0.42488637
 85.08  -0.25   -0.97   -0.41581280
 85.09  -0.26   -0.96   -0.40669766
 85.10  -0.27   -0.96   -0.39754185
 85.11  -0.28   -0.96   -0.38834629
 85.12  -0.29   -0.96   -0.37911189
 85.13  -0.30   -0.95   -0.36983958
 85.14  -0.31   -0.95   -0.36053029
 85.15  -0.32   -0.95   -0.35118494
 85.16  -0.33   -0.94   -0.34180448
 85.17  -0.34   -0.94   -0.33238983
 85.18  -0.35   -0.94   -0.32294195
 85.19  -0.36   -0.93   -0.31346177
 85.20  -0.37   -0.93   -0.30395025
 85.21  -0.38   -0.93   -0.29440833
 85.22  -0.39   -0.92   -0.28483697
 85.23  -0.40   -0.92   -0.27523713
 85.24  -0.41   -0.91   -0.26560977
 85.25  -0.41   -0.91   -0.25595584
 85.26  -0.42   -0.91   -0.24627632
 85.27  -0.43   -0.90   -0.23657217
 85.28  -0.44   -0.90   -0.22684437
 85.29  -0.45   -0.89   -0.21709388
 85.30  -0.46   -0.89   -0.20732168
 85.31  -0.47   -0.88   -0.19752874
 85.32  -0.48   -0.88   -0.18771606
 85.33  -0.49   -0.87   -0.17788461
 85.34  -0.49   -0.87   -0.16803536
 85.35  -0.50   -0.86   -0.15816931
 85.36  -0.51   -0.86   -0.14828745
 85.37  -0.52   -0.85   -0.13839076
 85.38  -0.53   -0.85   -0.12848023
 85.39  -0.54   -0.84   -0.11855685
 85.40  -0.55   -0.84   -0.10862161
 85.41  -0.55   -0.83   -0.09867552
 85.42  -0.56   -0.83   -0.08871955
 85.43  -0.57   -0.82   -0.07875471
 85.44  -0.58   -0.82   -0.06878200
 85.45  -0.59   -0.81   -0.05880241
 85.46  -0.59   -0.80   -0.04881694
 85.47  -0.60   -0.80   -0.03882659
 85.48  -0.61   -0.79   -0.02883236
 85.49  -0.62   -0.79   -0.01883524
 85.50  -0.63   -0.78   -0.00883624
 85.51  -0.63   -0.77    0.00116365
 85.52  -0.64   -0.77    0.01116342
 85.53  -0.65   -0.76    0.02116207
 85.54  -0.66   -0.75    0.03115860
 85.55  -0.66   -0.75    0.04115202
 85.56  -0.67   -0.74    0.05114133
 85.57  -0.68   -0.73    0.06112552
 85.58  -0.69   -0.73    0.07110360
 85.59  -0.69   -0.72    0.08107457
 85.60  -0.70   -0.71    0.09103743
 85.61  -0.71   -0.71    0.10099118
 85.62  -0.72   -0.70    0.11093484
 85.63  -0.72   -0.69    0.12086741
 85.64  -0.73   -0.68    0.13078788
 85.65  -0.74   -0.68    0.14069528
 85.66  -0.74   -0.67    0.15058861
 85.67  -0.75   -0.66    0.16046688
 85.68  -0.76   -0.65    0.17032911
 85.69  -0.76   -0.65    0.18017430
 85.70  -0.77   -0.64    0.19000147
 85.71  -0.78   -0.63    0.19980965
 85.72  -0.78   -0.62    0.20959784
 85.73  -0.79   -0.62    0.21936508
 85.74  -0.79   -0.61    0.22911037
 85.75  -0.80   -0.60    0.23883276
 85.76  -0.81   -0.59    0.24853126
 85.77  -0.81   -0.58    0.25820491
 85.78  -0.82   -0.58    0.26785275
 85.79  -0.82   -0.57    0.27747379
 85.80  -0.83   -0.56    0.28706709
 85.81  -0.83   -0.55    0.29663168
 85.82  -0.84   -0.54    0.30616661
 85.83  -0.85   -0.53    0.31567092
 85.84  -0.85   -0.53    0.32514367
 85.85  -0.86   -0.52    0.33458390
 85.86  -0.86   -0.51    0.34399067
 85.87  -0.87   -0.50    0.35336305
 85.88  -0.87   -0.49    0.36270009
 85.89  -0.88   -0.48    0.37200086
 85.90  -0.88   -0.47    0.38126443
 85.91  -0.89   -0.47    0.39048987
 85.92  -0.89   -0.46    0.39967626
 85.93  -0.89   -0.45    0.40882269
 85.94  -0.90   -0.44    0.41792824
 85.95  -0.90   -0.43    0.42699199
 85.96  -0.91   -0.42    0.43601304
 85.97  -0.91   -0.41    0.44499050
 85.98  -0.92   -0.40    0.45392345
 85.99  -0.92   -0.39    0.46281101
 86.00  -0.92   -0.38    0.47165229
 86.01  -0.93   -0.37    0.48044641
 86.02  -0.93   -0.37    0.48919248
 86.03  -0.93   -0.36    0.49788964
 86.04  -0.94   -0.35    0.50653700
 86.05  -0.94   -0.34    0.51513371
 86.06  -0.94   -0.33    0.52367891
 86.07  -0.95   -0.32    0.53217174
 86.08  -0.95   -0.31    0.54061136
 86.09  -0.95   -0.30    0.54899691
 86.10  -0.96   -0.29    0.55732757
 86.11  -0.96   -0.28    0.56560249
 86.12  -0.96   -0.27    0.57382085
 86.13  -0.97   -0.26    0.58198183
 86.14  -0.97   -0.25    0.59008462
 86.15  -0.97   -0.24    0.59812839
 86.16  -0.97   -0.23    0.60611236
 86.17  -0.98   -0.22    0.61403571
 86.18  -0.98   -0.21    0.62189766
 86.19  -0.98   -0.20    0.62969742
 86.20  -0.98   -0.19    0.63743421
 86.21  -0.98   -0.18    0.64510726
 86.22  -0.98   -0.17    0.65271580
 86.23  -0.99   -0.16    0.66025906
 86.24  -0.99   -0.15    0.66773630
 86.25  -0.99   -0.14    0.67514677
 86.26  -0.99   -0.13    0.68248973
 86.27  -0.99   -0.12    0.68976443
 86.28  -0.99   -0.11    0.69697016
 86.29  -0.99   -0.10    0.70410620
 86.30  -1.00   -0.09    0.71117182
 86.31  -1.00   -0.08    0.71816633
 86.32  -1.00   -0.07    0.72508902
 86.33  -1.00   -0.06    0.73193920
 86.34  -1.00   -0.05    0.73871619
 86.35  -1.00   -0.04    0.74541931
 86.36  -1.00   -0.03    0.75204788
 86.37  -1.00   -0.02    0.75860126
 86.38  -1.00   -0.01    0.76507877
 86.39  -1.00   -0.00    0.77147978
 86.40  -1.00    0.01    0.77780363
 86.41  -1.00    0.02    0.78404971
 86.42  -1.00    0.03    0.79021739
 86.43  -1.00    0.04    0.79630604
 86.44  -1.00    0.05    0.80231507
 86.45  -1.00    0.06    0.80824386
 86.46  -1.00    0.07    0.81409183
 86.47  -1.00    0.08    0.81985839
 86.48  -1.00    0.09    0.82554296
 86.49  -1.00    0.10    0.83114499
 86.50  -0.99    0.11    0.83666389
 86.51  -0.99    0.12    0.84209914
 86.52  -0.99    0.13    0.84745017
 86.53  -0.99    0.14    0.85271646
 86.54  -0.99    0.15    0.85789748
 86.55  -0.99    0.16    0.86299271
 86.56  -0.99    0.17    0.86800164
 86.57  -0.98    0.18    0.87292377
 86.58  -0.98    0.19    0.87775861
 86.59  -0.98    0.19    0.88250567
 86.60  -0.98    0.20    0.88716448
 86.61  -0.98    0.21    0.89173458
 86.62  -0.97    0.22    0.89621551
 86.63  -0.97    0.23    0.90060681
 86.64  -0.97    0.24    0.90490806
 86.65  -0.97    0.25    0.90911881
 86.66  -0.96    0.26    0.91323866
 86.67  -0.96    0.27    0.91726718
 86.68  -0.96    0.28    0.92120397
 86.69  -0.96    0.29    0.92504865
 86.70  -0.95    0.30    0.92880082
 86.71  -0.95    0.31    0.93246011
 86.72  -0.95    0.32    0.93602616
 86.73  -0.94    0.33    0.93949860
 86.74  -0.94    0.34    0.94287710
 86.75  -0.94    0.35    0.94616131
 86.76  -0.93    0.36    0.94935090
 86.77  -0.93    0.37    0.95244556
 86.78  -0.93    0.38    0.95544498
 86.79  -0.92    0.39    0.95834885
 86.80  -0.92    0.40    0.96115688
 86.81  -0.91    0.40    0.96386881
 86.82  -0.91    0.41    0.96648434
 86.83  -0.91    0.42    0.96900323
 86.84  -0.90    0.43    0.97142522
 86.85  -0.90    0.44    0.97375007
 86.86  -0.89    0.45    0.97597754
 86.87  -0.89    0.46    0.97810742
 86.88  -0.88    0.47    0.98013949
 86.89  -0.88    0.48    0.98207354
 86.90  -0.87    0.48    0.98390939
 86.91  -0.87    0.49    0.98564684
 86.92  -0.86    0.50    0.98728574
 86.93  -0.86    0.51    0.98882590
 86.94  -0.85    0.52    0.99026719
 86.95  -0.85    0.53    0.99160944
 86.96  -0.84    0.54    0.99285254
 86.97  -0.84    0.54    0.99399635
 86.98  -0.83    0.55    0.99504077
 86.99  -0.83    0.56    0.99598568
 87.00  -0.82    0.57    0.99683099
 87.01  -0.82    0.58    0.99757662
 87.02  -0.81    0.59    0.99822250
 87.03  -0.80    0.59    0.99876855
 87.04  -0.80    0.60    0.99921473
 87.05  -0.79    0.61    0.99956098
 87.06  -0.79    0.62    0.99980729
 87.07  -0.78    0.63    0.99995361
 87.08  -0.77    0.63    0.99999993
 87.09  -0.77    0.64    0.99994626
 87.10  -0.76    0.65    0.99979259
 87.11  -0.75    0.66    0.99953895
 87.12  -0.75    0.66    0.99918535
 87.13  -0.74    0.67    0.99873183
 87.14  -0.73    0.68    0.99817845
 87.15  -0.73    0.69    0.99752524
 87.16  -0.72    0.69    0.99677228
 87.17  -0.71    0.70    0.99591965
 87.18  -0.71    0.71    0.99496743
 87.19  -0.70    0.71    0.99391571
 87.20  -0.69    0.72    0.99276460
 87.21  -0.68    0.73    0.99151421
 87.22  -0.68    0.74    0.99016467
 87.23  -0.67    0.74    0.98871612
 87.24  -0.66    0.75    0.98716870
 87.25  -0.66    0.76    0.98552256
 87.26  -0.65    0.76    0.98377787
 87.27  -0.64    0.77    0.98193480
 87.28  -0.63    0.77    0.97999354
 87.29  -0.62    0.78    0.97795428
 87.30  -0.62    0.79    0.97581722
 87.31  -0.61    0.79    0.97358259
 87.32  -0.60    0.80    0.97125060
 87.33  -0.59    0.81    0.96882148
 87.34  -0.58    0.81    0.96629548
 87.35  -0.58    0.82    0.96367286
 87.36  -0.57    0.82    0.96095386
 87.37  -0.56    0.83    0.95813877
 87.38  -0.55    0.83    0.95522787
 87.39  -0.54    0.84    0.95222145
 87.40  -0.54    0.84    0.94911981
 87.41  -0.53    0.85    0.94592325
 87.42  -0.52    0.86    0.94263211
 87.43  -0.51    0.86    0.93924670
 87.44  -0.50    0.87    0.93576736
 87.45  -0.49    0.87    0.93219445
 87.46  -0.48    0.88    0.92852833
 87.47  -0.47    0.88    0.92476935
 87.48  -0.47    0.88    0.92091789
 87.49  -0.46    0.89    0.91697434
 87.50  -0.45    0.89    0.91293910
 87.51  -0.44    0.90    0.90881256
 87.52  -0.43    0.90    0.90459515
 87.53  -0.42    0.91    0.90028727
 87.54  -0.41    0.91    0.89588937
 87.55  -0.40    0.92    0.89140187
 87.56  -0.39    0.92    0.88682524
 87.57  -0.38    0.92    0.88215993
 87.58  -0.38    0.93    0.87740640
 87.59  -0.37    0.93    0.87256513
 87.60  -0.36    0.93    0.86763661
 87.61  -0.35    0.94    0.86262132
 87.62  -0.34    0.94    0.85751977
 87.63  -0.33    0.94    0.85233247
 87.64  -0.32    0.95    0.84705994
 87.65  -0.31    0.95    0.84170270
 87.66  -0.30    0.95    0.83626129
 87.67  -0.29    0.96    0.83073626
 87.68  -0.28    0.96    0.82512815
 87.69  -0.27    0.96    0.81943754
 87.70  -0.26    0.97    0.81366498
 87.71  -0.25    0.97    0.80781105
 87.72  -0.24    0.97    0.80187634
 87.73  -0.23    0.97    0.79586145
 87.74  -0.22    0.97    0.78976697
 87.75  -0.21    0.98    0.78359351
 87.76  -0.20    0.98    0.77734170
 87.77  -0.19    0.98    0.77101215
 87.78  -0.18    0.98    0.76460550
 87.79  -0.17    0.98    0.75812239
 87.80  -0.16    0.99    0.75156347
 87.81  -0.15    0.99    0.74492940
 87.82  -0.14    0.99    0.73822083
 87.83  -0.13    0.99    0.73143844
 87.84  -0.12    0.99    0.72458291
 87.85  -0.11    0.99    0.71765492
 87.86  -0.10    0.99    0.71065516
 87.87  -0.09    1.00    0.70358434
 87.88  -0.08    1.00    0.69644316
 87.89  -0.07    1.00    0.68923234
 87.90  -0.06    1.00    0.68195260
 87.91  -0.05    1.00    0.67460466
 87.92  -0.04    1.00    0.66718926
 87.93  -0.03    1.00    0.65970714
 87.94  -0.02    1.00    0.65215905
 87.95  -0.01    1.00    0.64454575
 87.96  -0.00    1.00    0.63686799
 87.97   0.01    1.00    0.62912655
 87.98   0.02    1.00    0.62132219
 87.99   0.03    1.00    0.61345571
 88.00   0.04    1.00    0.60552787
 88.01   0.05    1.00    0.59753949
 88.02   0.06    1.00    0.58949135
 88.03   0.07    1.00    0.58138427
 88.04   0.08    1.00    0.57321904
 88.05   0.09    1.00    0.56499650
 88.06   0.10    1.00    0.55671745
 88.07   0.11    0.99    0.54838273
 88.08   0.12    0.99    0.53999318
 88.09   0.13    0.99    0.53154963
 88.10   0.13    0.99    0.52305292
 88.11   0.14    0.99    0.51450391
 88.12   0.15    0.99    0.50590344
 88.13   0.16    0.99    0.49725239
 88.14   0.17    0.98    0.48855161
 88.15   0.18    0.98    0.47980198
 88.16   0.19    0.98    0.47100437
 88.17   0.20    0.98    0.46215966
 88.18   0.21    0.98    0.45326873
 88.19   0.22    0.97    0.44433248
 88.20   0.23    0.97    0.43535179
 88.21   0.24    0.97    0.42632757
 88.22   0.25    0.97    0.41726072
 88.23   0.26    0.96    0.40815214
 88.24   0.27    0.96    0.39900274
 88.25   0.28    0.96    0.38981345
 88.26   0.29    0.96    0.38058517
 88.27   0.30    0.95    0.37131884
 88.28   0.31    0.95    0.36201537
 88.29   0.32    0.95    0.35267571
 88.30   0.33    0.94    0.34330077
 88.31   0.34    0.94    0.33389151
 88.32   0.35    0.94    0.32444886
 88.33   0.36    0.93    0.31497376
 88.34   0.37    0.93    0.30546717
 88.35   0.38    0.93    0.29593002
 88.36   0.39    0.92    0.28636329
 88.37   0.39    0.92    0.27676792
 88.38   0.40    0.91    0.26714488
 88.39   0.41    0.91    0.25749512
 88.40   0.42    0.91    0.24781961
 88.41   0.43    0.90    0.23811931
 88.42   0.44    0.90    0.22839521
 88.43   0.45    0.89    0.21864827
 88.44   0.46    0.89    0.20887946
 88.45   0.47    0.88    0.19908977
 88.46   0.48    0.88    0.18928016
 88.47   0.48    0.87    0.17945163
 88.48   0.49    0.87    0.16960516
 88.49   0.50    0.87    0.15974172
 88.50   0.51    0.86    0.14986231
 88.51   0.52    0.85    0.13996791
 88.52   0.53    0.85    0.13005952
 88.53   0.54    0.84    0.12013812
 88.54   0.54    0.84    0.11020470
 88.55   0.55    0.83    0.10026027
 88.56   0.56    0.83    0.09030581
 88.57   0.57    0.82    0.08034232
 88.58   0.58    0.82    0.07037080
 88.59   0.59    0.81    0.06039224
 88.60   0.59    0.80    0.05040763
 88.61   0.60    0.80    0.04041799
 88.62   0.61    0.79    0.03042431
 88.63   0.62    0.79    0.02042759
 88.64   0.63    0.78    0.01042882
 88.65   0.63    0.77    0.00042901
 88.66   0.64    0.77   -0.00957085
 88.67   0.65    0.76   -0.01956974
 88.68   0.66    0.75   -0.02956668
 88.69   0.66    0.75   -0.03956067
 88.70   0.67    0.74   -0.04955069
 88.71   0.68    0.73   -0.05953577
 88.72   0.69    0.73   -0.06951489
 88.73   0.69    0.72   -0.07948705
 88.74   0.70    0.71   -0.08945127
 88.75   0.71    0.71   -0.09940654
 88.76   0.71    0.70   -0.10935188
 88.77   0.72    0.69   -0.11928628
 88.78   0.73    0.69   -0.12920874
 88.79   0.73    0.68   -0.13911829
 88.80   0.74    0.67   -0.14901393
 88.81   0.75    0.66   -0.15889467
 88.82   0.75    0.66   -0.16875951
 88.83   0.76    0.65   -0.17860748
 88.84   0.77    0.64   -0.18843759
 88.85   0.77    0.63   -0.19824886
 88.86   0.78    0.63   -0.20804030
 88.87   0.79    0.62   -0.21781094
 88.88   0.79    0.61   -0.22755979
 88.89   0.80    0.60   -0.23728589
 88.90   0.80    0.59   -0.24698827
 88.91   0.81    0.59   -0.25666594
 88.92   0.82    0.58   -0.26631795
 88.93   0.82    0.57   -0.27594332
 88.94   0.83    0.56   -0.28554111
 88.95   0.83    0.55   -0.29511033
 88.96   0.84    0.54   -0.30465005
 88.97   0.84    0.54   -0.31415930
 88.98   0.85    0.53   -0.32363714
 88.99   0.85    0.52   -0.33308261
 89.00   0.86    0.51   -0.34249478
 89.01   0.87    0.50   -0.35187270
 89.02   0.87    0.49   -0.36121542
 89.03   0.87    0.48   -0.37052203
 89.04   0.88    0.48   -0.37979159
 89.05   0.88    0.47   -0.38902317
 89.06   0.89    0.46   -0.39821584
 89.07   0.89    0.45   -0.40736869
 89.08   0.90    0.44   -0.41648081
 89.09   0.90    0.43   -0.42555128
 89.10   0.91    0.42   -0.43457920
 89.11   0.91    0.41   -0.44356365
 89.12   0.91    0.40   -0.45250376
 89.13   0.92    0.39   -0.46139861
 89.14   0.92    0.39   -0.47024732
 89.15   0.93    0.38   -0.47904901
 89.16   0.93    0.37   -0.48780279
 89.17   0.93    0.36   -0.49650779
 89.18   0.94    0.35   -0.50516315
 89.19   0.94    0.34   -0.51376798
 89.20   0.94    0.33   -0.52232144
 89.21   0.95    0.32   -0.53082267
 89.22   0.95    0.31   -0.53927082
 89.23   0.95    0.30   -0.54766504
 89.24   0.96    0.29   -0.55600449
 89.25   0.96    0.28   -0.56428835
 89.26   0.96    0.27   -0.57251577
 89.27   0.96    0.26   -0.58068595
 89.28   0.97    0.25   -0.58879805
 89.29   0.97    0.24   -0.59685128
 89.30   0.97    0.23   -0.60484483
 89.31   0.97    0.22   -0.61277788
 89.32   0.98    0.21   -0.62064967
 89.33   0.98    0.20   -0.62845938
 89.34   0.98    0.19   -0.63620625
 89.35   0.98    0.18   -0.64388951
 89.36   0.98    0.17   -0.65150837
 89.37   0.99    0.16   -0.65906208
 89.38   0.99    0.15   -0.66654989
 89.39   0.99    0.14   -0.67397104
 89.40   0.99    0.13   -0.68132480
 89.41   0.99    0.13   -0.68861042
 89.42   0.99    0.12   -0.69582719
 89.43   0.99    0.11   -0.70297437
 89.44   1.00    0.10   -0.71005125
 89.45   1.00    0.09   -0.71705713
 89.46   1.00    0.08   -0.72399131
 89.47   1.00    0.07   -0.73085309
 89.48   1.00    0.06   -0.73764178
 89.49   1.00    0.05   -0.74435671
 89.50   1.00    0.04   -0.75099720
 89.51   1.00    0.03   -0.75756259
 89.52   1.00    0.02   -0.76405223
 89.53   1.00    0.01   -0.77046547
 89.54   1.00   -0.00   -0.77680165
 89.55   1.00   -0.01   -0.78306016
 89.56   1.00   -0.02   -0.78924037
 89.57   1.00   -0.03   -0.79534165
 89.58   1.00   -0.04   -0.80136339
 89.59   1.00   -0.05   -0.80730500
 89.60   1.00   -0.06   -0.81316588
 89.61   1.00   -0.07   -0.81894545
 89.62   1.00   -0.08   -0.82464312
 89.63   1.00   -0.09   -0.83025833
 89.64   0.99   -0.10   -0.83579051
 89.65   0.99   -0.11   -0.84123911
 89.66   0.99   -0.12   -0.84660360
 89.67   0.99   -0.13   -0.85188342
 89.68   0.99   -0.14   -0.85707805
 89.69   0.99   -0.15   -0.86218698
 89.70   0.99   -0.16   -0.86720968
 89.71   0.98   -0.17   -0.87214567
 89.72   0.98   -0.18   -0.87699445
 89.73   0.98   -0.19   -0.88175552
 89.74   0.98   -0.20   -0.88642842
 89.75   0.98   -0.21   -0.89101268
 89.76   0.97   -0.22   -0.89550784
 89.77   0.97   -0.23   -0.89991345
 89.78   0.97   -0.24   -0.90422907
 89.79   0.97   -0.25   -0.90845426
 89.80   0.97   -0.26   -0.91258861
 89.81   0.96   -0.27   -0.91663171
 89.82   0.96   -0.28   -0.92058314
 89.83   0.96   -0.29   -0.92444251
 89.84   0.95   -0.30   -0.92820944
 89.85   0.95   -0.31   -0.93188355
 89.86   0.95   -0.32   -0.93546447
 89.87   0.94   -0.33   -0.93895184
 89.88   0.94   -0.34   -0.94234533
 89.89   0.94   -0.35   -0.94564457
 89.90   0.93   -0.36   -0.94884926
 89.91   0.93   -0.37   -0.95195906
 89.92   0.93   -0.38   -0.95497366
 89.93   0.92   -0.38   -0.95789277
 89.94   0.92   -0.39   -0.96071609
 89.95   0.92   -0.40   -0.96344334
 89.96   0.91   -0.41   -0.96607424
 89.97   0.91   -0.42   -0.96860854
 89.98   0.90   -0.43   -0.97104598
 89.99   0.90   -0.44   -0.97338632
 90.00   0.89   -0.45   -0.97562931
 90.01   0.89   -0.46   -0.97777475
 90.02   0.88   -0.47   -0.97982241
 90.03   0.88   -0.47   -0.98177208
 90.04   0.88   -0.48   -0.98362358
 90.05   0.87   -0.49   -0.98537672
 90.06   0.87   -0.50   -0.98703132
 90.07   0.86   -0.51   -0.98858722
 90.08   0.86   -0.52   -0.99004427
 90.09   0.85   -0.53   -0.99140230
 90.10   0.84   -0.54   -0.99266120
 90.11   0.84   -0.54   -0.99382084
 90.12   0.83   -0.55   -0.99488109
 90.13   0.83   -0.56   -0.99584185
 90.14   0.82   -0.57   -0.99670304
 90.15   0.82   -0.58   -0.99746455
 90.16   0.81   -0.58   -0.99812631
 90.17   0.81   -0.59   -0.99868827
 90.18   0.80   -0.60   -0.99915036
 90.19   0.79   -0.61   -0.99951253
 90.20   0.79   -0.62   -0.99977475
 90.21   0.78   -0.62   -0.99993700
 90.22   0.77   -0.63   -0.99999925
 90.23   0.77   -0.64   -0.99996150
 90.24   0.76   -0.65   -0.99982376
 90.25   0.76   -0.66   -0.99958604
 90.26   0.75   -0.66   -0.99924836
 90.27   0.74   -0.67   -0.99881075
 90.28   0.74   -0.68   -0.99827327
 90.29   0.73   -0.69   -0.99763595
 90.30   0.72   -0.69   -0.99689888
 90.31   0.71   -0.70   -0.99606212
 90.32   0.71   -0.71   -0.99512575
 90.33   0.70   -0.71   -0.99408987
 90.34   0.69   -0.72   -0.99295458
 90.35   0.69   -0.73   -0.99171999
 90.36   0.68   -0.73   -0.99038624
 90.37   0.67   -0.74   -0.98895345
 90.38   0.66   -0.75   -0.98742176
 90.39   0.66   -0.75   -0.98579133
 90.40   0.65   -0.76   -0.98406233
 90.41   0.64   -0.77   -0.98223491
 90.42   0.63   -0.77   -0.98030928
 90.43   0.63   -0.78   -0.97828561
 90.44   0.62   -0.79   -0.97616412
 90.45   0.61   -0.79   -0.97394501
 90.46   0.60   -0.80   -0.97162851
 90.47   0.59   -0.80   -0.96921485
 90.48   0.59   -0.81   -0.96670426
 90.49   0.58   -0.82   -0.96409701
 90.50   0.57   -0.82   -0.96139334
 90.51   0.56   -0.83   -0.95859354
 90.52   0.55   -0.83   -0.95569788
 90.53   0.54   -0.84   -0.95270665
 90.54   0.54   -0.84   -0.94962015
 90.55   0.53   -0.85   -0.94643869
